iter,k,best_F,best_SSIM,best_PSNR,best_MSE
0,2,0.2392198007075227,0.7607801992924773,19.79325820097039,0.026441044457328106
1,3,0.2392198007075227,0.7607801992924773,19.79325820097039,0.026441044457328106
2,4,0.2392198007075227,0.7607801992924773,19.79325820097039,0.026441044457328106
3,1,0.2392198007075227,0.7607801992924773,19.79325820097039,0.026441044457328106
4,1,0.23884511153475174,0.7611548884652483,19.765566869351147,0.026549870226879786
5,1,0.23858108281455037,0.7614189171854496,19.79122475277201,0.026565470365408593
6,1,0.2383205572869065,0.7616794427130935,19.7949309549656,0.026571260712570433
7,1,0.23707991359201963,0.7629200864079804,20.138050663450827,0.027557842012259377
8,1,0.23657873236014026,0.7634212676398597,20.177381213058666,0.027351405211958023
9,1,0.2363214540398645,0.7636785459601355,20.209042589777184,0.027123740669819922
10,2,0.2363214540398645,0.7636785459601355,20.209042589777184,0.027123740669819922
11,1,0.23581619255165998,0.76418380744834,20.329062873677902,0.026982137269632212
12,1,0.23566579384591724,0.7643342061540828,20.260386846408114,0.027125999677316215
13,1,0.23564685521268092,0.7643531447873191,20.260952877913997,0.02710750918762415
14,1,0.23541748740888957,0.7645825125911104,20.268451355374157,0.027087766945100466
15,2,0.23541748740888957,0.7645825125911104,20.268451355374157,0.027087766945100466
16,3,0.23541748740888957,0.7645825125911104,20.268451355374157,0.027087766945100466
17,4,0.23541748740888957,0.7645825125911104,20.268451355374157,0.027087766945100466
18,1,0.23541748740888957,0.7645825125911104,20.268451355374157,0.027087766945100466
19,2,0.23541748740888957,0.7645825125911104,20.268451355374157,0.027087766945100466
20,1,0.23533906304034624,0.7646609369596538,20.2769171452442,0.027149690221235208
21,2,0.23533906304034624,0.7646609369596538,20.2769171452442,0.027149690221235208
22,3,0.23533906304034624,0.7646609369596538,20.2769171452442,0.027149690221235208
23,4,0.23533906304034624,0.7646609369596538,20.2769171452442,0.027149690221235208
24,1,0.23527477998564772,0.7647252200143523,20.27296686190585,0.02717739357719905
25,2,0.23527477998564772,0.7647252200143523,20.27296686190585,0.02717739357719905
26,3,0.23527477998564772,0.7647252200143523,20.27296686190585,0.02717739357719905
27,1,0.23500443000980942,0.7649955699901906,20.165446227949644,0.026837330342660233
28,2,0.23500443000980942,0.7649955699901906,20.165446227949644,0.026837330342660233
29,3,0.23500443000980942,0.7649955699901906,20.165446227949644,0.026837330342660233
30,4,0.23500443000980942,0.7649955699901906,20.165446227949644,0.026837330342660233
31,1,0.23500443000980942,0.7649955699901906,20.165446227949644,0.026837330342660233
32,1,0.23498433624539383,0.7650156637546062,20.148359926205,0.026814679692866043
33,2,0.23498433624539383,0.7650156637546062,20.148359926205,0.026814679692866043
34,3,0.23498433624539383,0.7650156637546062,20.148359926205,0.026814679692866043
35,4,0.23498433624539383,0.7650156637546062,20.148359926205,0.026814679692866043
36,1,0.23498433624539383,0.7650156637546062,20.148359926205,0.026814679692866043
37,1,0.23431079201526406,0.7656892079847359,20.280391689619158,0.02652734549991248
38,2,0.23431079201526406,0.7656892079847359,20.280391689619158,0.02652734549991248
39,3,0.23431079201526406,0.7656892079847359,20.280391689619158,0.02652734549991248
40,4,0.23431079201526406,0.7656892079847359,20.280391689619158,0.02652734549991248
41,1,0.2338108810656362,0.7661891189343638,20.2959709412873,0.02649673217063408
42,2,0.2338108810656362,0.7661891189343638,20.2959709412873,0.02649673217063408
43,3,0.2338108810656362,0.7661891189343638,20.2959709412873,0.02649673217063408
44,4,0.2338108810656362,0.7661891189343638,20.2959709412873,0.02649673217063408
45,1,0.2338108810656362,0.7661891189343638,20.2959709412873,0.02649673217063408
46,1,0.2337700368829272,0.7662299631170728,20.296190808094526,0.026491079015105022
47,1,0.23372895590879172,0.7662710440912083,20.291104263657203,0.02644319660196239
48,1,0.23365284430753652,0.7663471556924635,20.312279915739133,0.026481546916823584
49,2,0.23365284430753652,0.7663471556924635,20.312279915739133,0.026481546916823584
50,3,0.23365284430753652,0.7663471556924635,20.312279915739133,0.026481546916823584
51,4,0.23365284430753652,0.7663471556924635,20.312279915739133,0.026481546916823584
52,1,0.23365284430753652,0.7663471556924635,20.312279915739133,0.026481546916823584
53,1,0.23365283943067616,0.7663471605693238,20.312279728535422,0.026481545718152866
54,2,0.23365283943067616,0.7663471605693238,20.312279728535422,0.026481545718152866
55,3,0.23365283943067616,0.7663471605693238,20.312279728535422,0.026481545718152866
56,4,0.23365283943067616,0.7663471605693238,20.312279728535422,0.026481545718152866
57,1,0.23365283943067616,0.7663471605693238,20.312279728535422,0.026481545718152866
58,1,0.2336372694876927,0.7663627305123073,20.236419293663833,0.02651933876210711
59,2,0.2336372694876927,0.7663627305123073,20.236419293663833,0.02651933876210711
60,3,0.2336372694876927,0.7663627305123073,20.236419293663833,0.02651933876210711
61,1,0.23363726838076138,0.7663627316192386,20.23641979473358,0.026519338177034134
62,1,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
63,2,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
64,3,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
65,4,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
66,1,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
67,2,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
68,3,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
69,4,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
70,1,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
71,2,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
72,3,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
73,4,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
74,1,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
75,2,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
76,3,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
77,4,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
78,1,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
79,2,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
80,3,0.23352186458860102,0.766478135411399,20.251572728437488,0.026529762697815394
81,1,0.23126863065434677,0.7687313693456532,20.230651751688974,0.02547052434547708
82,2,0.23126863065434677,0.7687313693456532,20.230651751688974,0.02547052434547708
83,3,0.23126863065434677,0.7687313693456532,20.230651751688974,0.02547052434547708
84,4,0.23126863065434677,0.7687313693456532,20.230651751688974,0.02547052434547708
85,1,0.23126863065434677,0.7687313693456532,20.230651751688974,0.02547052434547708
86,1,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
87,2,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
88,3,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
89,4,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
90,1,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
91,2,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
92,3,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
93,4,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
94,1,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
95,2,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
96,3,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
97,4,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
98,1,0.23035063434855907,0.7696493656514409,20.284696642757325,0.025605865475636796
99,1,0.23023419735375106,0.7697658026462489,20.30582126968837,0.025539671558894285
100,2,0.23023419735375106,0.7697658026462489,20.30582126968837,0.025539671558894285
101,3,0.23023419735375106,0.7697658026462489,20.30582126968837,0.025539671558894285
102,4,0.23023419735375106,0.7697658026462489,20.30582126968837,0.025539671558894285
103,1,0.23011679284129083,0.7698832071587092,20.311385242730836,0.025577871006001812
104,1,0.2300510622571451,0.7699489377428549,20.730201460711005,0.026211242669539142
105,1,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
106,2,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
107,3,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
108,4,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
109,1,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
110,2,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
111,3,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
112,4,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
113,1,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
114,2,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
115,3,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
116,4,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
117,1,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
118,2,0.22894877542470948,0.7710512245752905,20.44915265884527,0.025711125317304233
119,1,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
120,2,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
121,3,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
122,4,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
123,1,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
124,2,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
125,3,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
126,4,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
127,1,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
128,2,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
129,3,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
130,4,0.22893731251965121,0.7710626874803488,20.542169559118125,0.025857271354367096
131,1,0.22889142790944406,0.7711085720905559,20.54015728129199,0.025851501791358183
132,2,0.22889142790944406,0.7711085720905559,20.54015728129199,0.025851501791358183
133,3,0.22889142790944406,0.7711085720905559,20.54015728129199,0.025851501791358183
134,4,0.22889142790944406,0.7711085720905559,20.54015728129199,0.025851501791358183
135,1,0.22889142790944406,0.7711085720905559,20.54015728129199,0.025851501791358183
136,1,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
137,2,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
138,3,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
139,4,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
140,1,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
141,2,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
142,3,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
143,4,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
144,1,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
145,2,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
146,3,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
147,4,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
148,1,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
149,2,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
150,3,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
151,4,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
152,1,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
153,2,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
154,3,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
155,4,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
156,1,0.22880948653205024,0.7711905134679498,20.534814623691922,0.025847377955177997
